"Step","paper-main_4096_shallow_freeze-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_pure_baseline-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_pure_baseline-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_grouping_off-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_grouping_off-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_full_adaptive-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/flops_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0-eval200-clean-infer - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0-eval200-clean-infer - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-eval200-clean-infer - aah/flops_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/flops_ratio__MAX"
"77","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8621794871794872","0.8621794871794872","0.8621794871794872","","","","0.772636217948718","0.772636217948718","0.772636217948718","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"78","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7748397435897436","0.7748397435897436","0.7748397435897436","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"79","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","0.7706330128205128","0.7706330128205128","0.7706330128205128","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"81","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7678285256410257","0.7678285256410257","0.7678285256410257","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"82","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"83","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7678285256410257","0.7678285256410257","0.7678285256410257","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"84","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"86","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8609775641025641","0.8609775641025641","0.8609775641025641","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.78125","0.78125","0.78125"
"87","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.78125","0.78125","0.78125"
"88","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"89","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8609775641025641","0.8609775641025641","0.8609775641025641","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"91","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"92","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8609775641025641","0.8609775641025641","0.8609775641025641","","","","0.7698317307692307","0.7698317307692307","0.7698317307692307","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"93","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8621794871794872","0.8621794871794872","0.8621794871794872","","","","0.7698317307692307","0.7698317307692307","0.7698317307692307","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"94","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8649839743589743","0.8649839743589743","0.8649839743589743","","","","0.7698317307692307","0.7698317307692307","0.7698317307692307","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"96","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7670272435897436","0.7670272435897436","0.7670272435897436","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"97","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"98","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"99","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"101","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"102","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"103","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"104","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"106","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"107","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"108","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"109","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"111","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7712339743589743","0.7712339743589743","0.7712339743589743","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"112","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7732371794871795","0.7732371794871795","0.7732371794871795","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077"
"113","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8623798076923077","0.8623798076923077","0.8623798076923077","","","","0.7732371794871795","0.7732371794871795","0.7732371794871795","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"114","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7730368589743589","0.7730368589743589","0.7730368589743589","","","","0.7920673076923077","0.7920673076923077","0.7920673076923077"
"116","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7730368589743589","0.7730368589743589","0.7730368589743589","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"117","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8635817307692307","0.8635817307692307","0.8635817307692307","","","","0.7730368589743589","0.7730368589743589","0.7730368589743589","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"118","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7730368589743589","0.7730368589743589","0.7730368589743589","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"119","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8649839743589743","0.8649839743589743","0.8649839743589743","","","","0.7738381410256411","0.7738381410256411","0.7738381410256411","","","","0.78125","0.78125","0.78125"
"121","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"122","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"123","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8677884615384616","0.8677884615384616","0.8677884615384616","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"124","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8649839743589743","0.8649839743589743","0.8649839743589743","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"126","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"127","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"128","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8639823717948718","0.8639823717948718","0.8639823717948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"129","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"131","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8651842948717948","0.8651842948717948","0.8651842948717948","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"132","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"133","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"134","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8649839743589743","0.8649839743589743","0.8649839743589743","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"136","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.866386217948718","0.866386217948718","0.866386217948718","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"137","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8651842948717948","0.8651842948717948","0.8651842948717948","","","","0.7748397435897436","0.7748397435897436","0.7748397435897436","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"138","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8639823717948718","0.8639823717948718","0.8639823717948718","","","","0.7748397435897436","0.7748397435897436","0.7748397435897436","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"139","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8625801282051282","0.8625801282051282","0.8625801282051282","","","","0.7874599358974359","0.7874599358974359","0.7874599358974359","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"141","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.78125","0.78125","0.78125"
"142","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8637820512820513","0.8637820512820513","0.8637820512820513","","","","0.7724358974358975","0.7724358974358975","0.7724358974358975","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"143","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"144","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8667868589743589","0.8667868589743589","0.8667868589743589","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.78125","0.78125","0.78125"
"146","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"147","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8651842948717948","0.8651842948717948","0.8651842948717948","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"148","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"149","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8651842948717948","0.8651842948717948","0.8651842948717948","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"151","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8653846153846154","0.8653846153846154","0.8653846153846154","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"152","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"153","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.867988782051282","0.867988782051282","0.867988782051282","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"154","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"156","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"157","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8677884615384616","0.8677884615384616","0.8677884615384616","","","","0.7838541666666666","0.7838541666666666","0.7838541666666666","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"158","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8677884615384616","0.8677884615384616","0.8677884615384616","","","","0.7838541666666666","0.7838541666666666","0.7838541666666666","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"159","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
"161","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","1","1","1","","","","0.8665865384615384","0.8665865384615384","0.8665865384615384","","","","0.7852564102564102","0.7852564102564102","0.7852564102564102","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769"
