"Step","paper-main_4096_deep_practical_reuse-seed0-infer - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0 - aah/flops_ratio","paper-main_4096_deep_practical_reuse-seed0 - aah/flops_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0 - aah/flops_ratio__MAX","paper-main_4096_shallow_freeze-seed0-infer - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_shallow_freeze-seed0 - aah/flops_ratio","paper-main_4096_shallow_freeze-seed0 - aah/flops_ratio__MIN","paper-main_4096_shallow_freeze-seed0 - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0-infer - aah/flops_ratio","paper-main_4096_full_adaptive-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_full_adaptive-seed0 - aah/flops_ratio","paper-main_4096_full_adaptive-seed0 - aah/flops_ratio__MIN","paper-main_4096_full_adaptive-seed0 - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0-infer - aah/flops_ratio","paper-main_4096_grouping_off-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_grouping_off-seed0 - aah/flops_ratio","paper-main_4096_grouping_off-seed0 - aah/flops_ratio__MIN","paper-main_4096_grouping_off-seed0 - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0-infer - aah/flops_ratio","paper-main_4096_pure_baseline-seed0-infer - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0-infer - aah/flops_ratio__MAX","paper-main_4096_pure_baseline-seed0 - aah/flops_ratio","paper-main_4096_pure_baseline-seed0 - aah/flops_ratio__MIN","paper-main_4096_pure_baseline-seed0 - aah/flops_ratio__MAX"
"163","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.8693910256410257","0.8693910256410257","0.8693910256410257","","","","1","1","1"
"164","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7850560897435898","0.7850560897435898","0.7850560897435898","","","","0.867988782051282","0.867988782051282","0.867988782051282","","","","1","1","1"
"166","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7852564102564102","0.7852564102564102","0.7852564102564102","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"167","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7828525641025641","0.7828525641025641","0.7828525641025641","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"168","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.782051282051282","0.782051282051282","0.782051282051282","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"169","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.782051282051282","0.782051282051282","0.782051282051282","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"171","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7816506410256411","0.7816506410256411","0.7816506410256411","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"172","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7700320512820513","0.7700320512820513","0.7700320512820513","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"173","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7702323717948718","0.7702323717948718","0.7702323717948718","","","","0.867988782051282","0.867988782051282","0.867988782051282","","","","1","1","1"
"174","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7734375","0.7734375","0.7734375","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"176","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7734375","0.7734375","0.7734375","","","","0.8693910256410257","0.8693910256410257","0.8693910256410257","","","","1","1","1"
"177","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7732371794871795","0.7732371794871795","0.7732371794871795","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"178","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"179","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7704326923076923","0.7704326923076923","0.7704326923076923","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"181","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7716346153846154","0.7716346153846154","0.7716346153846154","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"182","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7704326923076923","0.7704326923076923","0.7704326923076923","","","","0.867988782051282","0.867988782051282","0.867988782051282","","","","1","1","1"
"183","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7704326923076923","0.7704326923076923","0.7704326923076923","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"184","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"186","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7704326923076923","0.7704326923076923","0.7704326923076923","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","1","1","1"
"187","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7676282051282052","0.7676282051282052","0.7676282051282052","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","1","1","1"
"188","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","1","1","1"
"189","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7744391025641025","0.7744391025641025","0.7744391025641025","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"191","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7890625","0.7890625","0.7890625","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","1","1","1"
"192","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7890625","0.7890625","0.7890625","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"193","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.788261217948718","0.788261217948718","0.788261217948718","","","","0.8681891025641025","0.8681891025641025","0.8681891025641025","","","","1","1","1"
"194","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7838541666666666","0.7838541666666666","0.7838541666666666","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"196","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7792467948717948","0.7792467948717948","0.7792467948717948","","","","0.8695913461538461","0.8695913461538461","0.8695913461538461","","","","1","1","1"
"197","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8092948717948718","0.8092948717948718","0.8092948717948718","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8707932692307693","0.8707932692307693","0.8707932692307693","","","","1","1","1"
"198","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7768429487179487","0.7768429487179487","0.7768429487179487","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","1","1","1"
"199","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8153044871794872","0.8153044871794872","0.8153044871794872","","","","0.7674278846153846","0.7674278846153846","0.7674278846153846","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"201","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7680288461538461","0.7680288461538461","0.7680288461538461","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"202","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"203","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"204","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","1","1","1"
"206","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"207","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"208","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7672275641025641","0.7672275641025641","0.7672275641025641","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"209","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"211","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7684294871794872","0.7684294871794872","0.7684294871794872","","","","0.8705929487179487","0.8705929487179487","0.8705929487179487","","","","1","1","1"
"212","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.764823717948718","0.764823717948718","0.764823717948718","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","1","1","1"
"213","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7660256410256411","0.7660256410256411","0.7660256410256411","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"214","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7658253205128205","0.7658253205128205","0.7658253205128205","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","1","1","1"
"216","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7660256410256411","0.7660256410256411","0.7660256410256411","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"217","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7604166666666666","0.7604166666666666","0.7604166666666666","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"218","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.764823717948718","0.764823717948718","0.764823717948718","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"219","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7612179487179487","0.7612179487179487","0.7612179487179487","","","","0.8733974358974359","0.8733974358974359","0.8733974358974359","","","","1","1","1"
"221","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7666266025641025","0.7666266025641025","0.7666266025641025","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"222","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7668269230769231","0.7668269230769231","0.7668269230769231","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"223","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7734375","0.7734375","0.7734375","","","","0.8719951923076923","0.8719951923076923","0.8719951923076923","","","","1","1","1"
"224","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7746394230769231","0.7746394230769231","0.7746394230769231","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"226","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7884615384615384","0.7884615384615384","0.7884615384615384","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","1","1","1"
"227","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7894631410256411","0.7894631410256411","0.7894631410256411","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"228","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7844551282051282","0.7844551282051282","0.7844551282051282","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"229","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7846554487179487","0.7846554487179487","0.7846554487179487","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"231","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7890625","0.7890625","0.7890625","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"232","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7890625","0.7890625","0.7890625","","","","0.8697916666666666","0.8697916666666666","0.8697916666666666","","","","1","1","1"
"233","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"234","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"236","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7890625","0.7890625","0.7890625","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"237","","","","0.78125","0.78125","0.78125","","","","0.8008814102564102","0.8008814102564102","0.8008814102564102","","","","0.7822516025641025","0.7822516025641025","0.7822516025641025","","","","0.8717948717948718","0.8717948717948718","0.8717948717948718","","","","1","1","1"
"238","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8691907051282052","0.8691907051282052","0.8691907051282052","","","","1","1","1"
"239","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.8703926282051282","0.8703926282051282","0.8703926282051282","","","","1","1","1"
"241","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"242","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"243","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"244","","","","0.7800480769230769","0.7800480769230769","0.7800480769230769","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"246","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"247","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.8725961538461539","0.8725961538461539","0.8725961538461539","","","","1","1","1"
"248","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7740384615384616","0.7740384615384616","0.7740384615384616","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"
"249","","","","0.78125","0.78125","0.78125","","","","0.8068910256410257","0.8068910256410257","0.8068910256410257","","","","0.7866586538461539","0.7866586538461539","0.7866586538461539","","","","0.8711939102564102","0.8711939102564102","0.8711939102564102","","","","1","1","1"