"Step","paper-main_4096_shallow_freeze-seed0-eval200-clean - train/loss","paper-main_4096_shallow_freeze-seed0-eval200-clean - train/loss__MIN","paper-main_4096_shallow_freeze-seed0-eval200-clean - train/loss__MAX","paper-main_4096_pure_baseline-seed0-eval200-clean - train/loss","paper-main_4096_pure_baseline-seed0-eval200-clean - train/loss__MIN","paper-main_4096_pure_baseline-seed0-eval200-clean - train/loss__MAX","paper-main_4096_grouping_off-seed0-eval200-clean - train/loss","paper-main_4096_grouping_off-seed0-eval200-clean - train/loss__MIN","paper-main_4096_grouping_off-seed0-eval200-clean - train/loss__MAX","paper-main_4096_full_adaptive-seed0-eval200-clean - train/loss","paper-main_4096_full_adaptive-seed0-eval200-clean - train/loss__MIN","paper-main_4096_full_adaptive-seed0-eval200-clean - train/loss__MAX","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - train/loss","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - train/loss__MIN","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - train/loss__MAX"
"1","61.73296356201172","61.73296356201172","61.73296356201172","61.8807373046875","61.8807373046875","61.8807373046875","61.73296356201172","61.73296356201172","61.73296356201172","61.73296356201172","61.73296356201172","61.73296356201172","61.73296356201172","61.73296356201172","61.73296356201172"
"2","75.82034301757812","75.82034301757812","75.82034301757812","81.38990783691406","81.38990783691406","81.38990783691406","75.82034301757812","75.82034301757812","75.82034301757812","75.82034301757812","75.82034301757812","75.82034301757812","75.82034301757812","75.82034301757812","75.82034301757812"
"3","44.84832000732422","44.84832000732422","44.84832000732422","47.800960540771484","47.800960540771484","47.800960540771484","45.27165603637695","45.27165603637695","45.27165603637695","37.380409240722656","37.380409240722656","37.380409240722656","41.10082244873047","41.10082244873047","41.10082244873047"
"4","33.682315826416016","33.682315826416016","33.682315826416016","36.57356262207031","36.57356262207031","36.57356262207031","40.55265808105469","40.55265808105469","40.55265808105469","35.55158996582031","35.55158996582031","35.55158996582031","33.62211227416992","33.62211227416992","33.62211227416992"
"6","24.629898071289062","24.629898071289062","24.629898071289062","26.456087112426758","26.456087112426758","26.456087112426758","25.623149871826172","25.623149871826172","25.623149871826172","24.366121292114258","24.366121292114258","24.366121292114258","26.017322540283203","26.017322540283203","26.017322540283203"
"7","19.687759399414062","19.687759399414062","19.687759399414062","22.695302963256836","22.695302963256836","22.695302963256836","21.334884643554688","21.334884643554688","21.334884643554688","19.50450325012207","19.50450325012207","19.50450325012207","23.03342056274414","23.03342056274414","23.03342056274414"
"8","19.130435943603516","19.130435943603516","19.130435943603516","17.975435256958008","17.975435256958008","17.975435256958008","19.367807388305664","19.367807388305664","19.367807388305664","18.992462158203125","18.992462158203125","18.992462158203125","19.130666732788086","19.130666732788086","19.130666732788086"
"9","16.232467651367188","16.232467651367188","16.232467651367188","17.145294189453125","17.145294189453125","17.145294189453125","16.318506240844727","16.318506240844727","16.318506240844727","16.201156616210938","16.201156616210938","16.201156616210938","15.894083023071289","15.894083023071289","15.894083023071289"
"11","16.072391510009766","16.072391510009766","16.072391510009766","15.520391464233398","15.520391464233398","15.520391464233398","16.303682327270508","16.303682327270508","16.303682327270508","20.409116744995117","20.409116744995117","20.409116744995117","15.603540420532227","15.603540420532227","15.603540420532227"
"12","15.250091552734375","15.250091552734375","15.250091552734375","14.357696533203125","14.357696533203125","14.357696533203125","15.333152770996094","15.333152770996094","15.333152770996094","15.647128105163574","15.647128105163574","15.647128105163574","15.51801872253418","15.51801872253418","15.51801872253418"
"13","12.495110511779785","12.495110511779785","12.495110511779785","14.008835792541504","14.008835792541504","14.008835792541504","12.734858512878418","12.734858512878418","12.734858512878418","12.550667762756348","12.550667762756348","12.550667762756348","12.513627052307129","12.513627052307129","12.513627052307129"
"14","12.607558250427246","12.607558250427246","12.607558250427246","14.79518985748291","14.79518985748291","14.79518985748291","12.386937141418457","12.386937141418457","12.386937141418457","12.483437538146973","12.483437538146973","12.483437538146973","12.624537467956543","12.624537467956543","12.624537467956543"
"16","13.263978958129883","13.263978958129883","13.263978958129883","15.901836395263672","15.901836395263672","15.901836395263672","11.805964469909668","11.805964469909668","11.805964469909668","11.661087036132812","11.661087036132812","11.661087036132812","11.913448333740234","11.913448333740234","11.913448333740234"
"17","13.928709030151367","13.928709030151367","13.928709030151367","12.015942573547363","12.015942573547363","12.015942573547363","12.119426727294922","12.119426727294922","12.119426727294922","12.003812789916992","12.003812789916992","12.003812789916992","12.032678604125977","12.032678604125977","12.032678604125977"
"18","11.555652618408203","11.555652618408203","11.555652618408203","11.418564796447754","11.418564796447754","11.418564796447754","12.142125129699707","12.142125129699707","12.142125129699707","11.605924606323242","11.605924606323242","11.605924606323242","11.533799171447754","11.533799171447754","11.533799171447754"
"19","11.832270622253418","11.832270622253418","11.832270622253418","16.734539031982422","16.734539031982422","16.734539031982422","11.810379028320312","11.810379028320312","11.810379028320312","12.63699722290039","12.63699722290039","12.63699722290039","11.90127182006836","11.90127182006836","11.90127182006836"
"21","11.811544418334961","11.811544418334961","11.811544418334961","13.270587921142578","13.270587921142578","13.270587921142578","12.834659576416016","12.834659576416016","12.834659576416016","11.711174964904785","11.711174964904785","11.711174964904785","11.456555366516113","11.456555366516113","11.456555366516113"
"22","10.659897804260254","10.659897804260254","10.659897804260254","10.650419235229492","10.650419235229492","10.650419235229492","10.753617286682129","10.753617286682129","10.753617286682129","10.757128715515137","10.757128715515137","10.757128715515137","10.643196105957031","10.643196105957031","10.643196105957031"
"23","10.754905700683594","10.754905700683594","10.754905700683594","10.956608772277832","10.956608772277832","10.956608772277832","10.879584312438965","10.879584312438965","10.879584312438965","10.804635047912598","10.804635047912598","10.804635047912598","10.888121604919434","10.888121604919434","10.888121604919434"
"24","9.901556968688965","9.901556968688965","9.901556968688965","10.018712997436523","10.018712997436523","10.018712997436523","9.716018676757812","9.716018676757812","9.716018676757812","10.87086296081543","10.87086296081543","10.87086296081543","9.700875282287598","9.700875282287598","9.700875282287598"
"26","10.257548332214355","10.257548332214355","10.257548332214355","10.31503963470459","10.31503963470459","10.31503963470459","10.340278625488281","10.340278625488281","10.340278625488281","10.273357391357422","10.273357391357422","10.273357391357422","10.548815727233887","10.548815727233887","10.548815727233887"
"27","10.817017555236816","10.817017555236816","10.817017555236816","9.797334671020508","9.797334671020508","9.797334671020508","11.076282501220703","11.076282501220703","11.076282501220703","10.847545623779297","10.847545623779297","10.847545623779297","11.094968795776367","11.094968795776367","11.094968795776367"
"28","10.672266960144043","10.672266960144043","10.672266960144043","11.008234024047852","11.008234024047852","11.008234024047852","11.086299896240234","11.086299896240234","11.086299896240234","11.105669975280762","11.105669975280762","11.105669975280762","13.24885082244873","13.24885082244873","13.24885082244873"
"29","9.997720718383789","9.997720718383789","9.997720718383789","10.996520042419434","10.996520042419434","10.996520042419434","9.833854675292969","9.833854675292969","9.833854675292969","9.846561431884766","9.846561431884766","9.846561431884766","19.349365234375","19.349365234375","19.349365234375"
"31","10.666692733764648","10.666692733764648","10.666692733764648","8.757861137390137","8.757861137390137","8.757861137390137","9.73857307434082","9.73857307434082","9.73857307434082","9.662480354309082","9.662480354309082","9.662480354309082","10.982418060302734","10.982418060302734","10.982418060302734"
"32","10.334749221801758","10.334749221801758","10.334749221801758","10.723389625549316","10.723389625549316","10.723389625549316","10.013192176818848","10.013192176818848","10.013192176818848","13.364352226257324","13.364352226257324","13.364352226257324","9.99947738647461","9.99947738647461","9.99947738647461"
"33","10.695852279663086","10.695852279663086","10.695852279663086","9.36272144317627","9.36272144317627","9.36272144317627","9.982400894165039","9.982400894165039","9.982400894165039","10.61293888092041","10.61293888092041","10.61293888092041","9.867624282836914","9.867624282836914","9.867624282836914"
"34","10.0047025680542","10.0047025680542","10.0047025680542","9.591330528259277","9.591330528259277","9.591330528259277","9.538272857666016","9.538272857666016","9.538272857666016","9.51708984375","9.51708984375","9.51708984375","9.532792091369629","9.532792091369629","9.532792091369629"
"36","9.62942123413086","9.62942123413086","9.62942123413086","8.795080184936523","8.795080184936523","8.795080184936523","9.400673866271973","9.400673866271973","9.400673866271973","9.460268020629883","9.460268020629883","9.460268020629883","9.323278427124023","9.323278427124023","9.323278427124023"
"37","9.979801177978516","9.979801177978516","9.979801177978516","9.508673667907715","9.508673667907715","9.508673667907715","9.378679275512695","9.378679275512695","9.378679275512695","9.325326919555664","9.325326919555664","9.325326919555664","9.380340576171875","9.380340576171875","9.380340576171875"
"38","9.634195327758789","9.634195327758789","9.634195327758789","10.086243629455566","10.086243629455566","10.086243629455566","9.835949897766113","9.835949897766113","9.835949897766113","9.566214561462402","9.566214561462402","9.566214561462402","9.714980125427246","9.714980125427246","9.714980125427246"
"39","9.048009872436523","9.048009872436523","9.048009872436523","9.53991985321045","9.53991985321045","9.53991985321045","8.994760513305664","8.994760513305664","8.994760513305664","8.949299812316895","8.949299812316895","8.949299812316895","8.987656593322754","8.987656593322754","8.987656593322754"
"41","9.321554183959961","9.321554183959961","9.321554183959961","9.232601165771484","9.232601165771484","9.232601165771484","9.41218376159668","9.41218376159668","9.41218376159668","9.306208610534668","9.306208610534668","9.306208610534668","9.254939079284668","9.254939079284668","9.254939079284668"
"42","8.75649356842041","8.75649356842041","8.75649356842041","8.641353607177734","8.641353607177734","8.641353607177734","9.176608085632324","9.176608085632324","9.176608085632324","8.607776641845703","8.607776641845703","8.607776641845703","8.53311538696289","8.53311538696289","8.53311538696289"
"43","9.190842628479004","9.190842628479004","9.190842628479004","8.924576759338379","8.924576759338379","8.924576759338379","10.42401123046875","10.42401123046875","10.42401123046875","8.730064392089844","8.730064392089844","8.730064392089844","8.703330993652344","8.703330993652344","8.703330993652344"
"44","9.371452331542969","9.371452331542969","9.371452331542969","9.2803373336792","9.2803373336792","9.2803373336792","9.646234512329102","9.646234512329102","9.646234512329102","9.348217010498047","9.348217010498047","9.348217010498047","9.37578296661377","9.37578296661377","9.37578296661377"
"46","9.382919311523438","9.382919311523438","9.382919311523438","8.838634490966797","8.838634490966797","8.838634490966797","9.42060375213623","9.42060375213623","9.42060375213623","9.41966438293457","9.41966438293457","9.41966438293457","9.37835693359375","9.37835693359375","9.37835693359375"
"47","9.005842208862305","9.005842208862305","9.005842208862305","9.329771995544434","9.329771995544434","9.329771995544434","9.03122329711914","9.03122329711914","9.03122329711914","9.116317749023438","9.116317749023438","9.116317749023438","9.037544250488281","9.037544250488281","9.037544250488281"
"48","9.14882755279541","9.14882755279541","9.14882755279541","9.22423267364502","9.22423267364502","9.22423267364502","8.93630599975586","8.93630599975586","8.93630599975586","9.434133529663086","9.434133529663086","9.434133529663086","8.874183654785156","8.874183654785156","8.874183654785156"
"49","8.9472074508667","8.9472074508667","8.9472074508667","8.344850540161133","8.344850540161133","8.344850540161133","8.892563819885254","8.892563819885254","8.892563819885254","9.759202003479004","9.759202003479004","9.759202003479004","8.806374549865723","8.806374549865723","8.806374549865723"
"51","9.189604759216309","9.189604759216309","9.189604759216309","9.073866844177246","9.073866844177246","9.073866844177246","9.181461334228516","9.181461334228516","9.181461334228516","9.108636856079102","9.108636856079102","9.108636856079102","9.096234321594238","9.096234321594238","9.096234321594238"
"52","9.18754768371582","9.18754768371582","9.18754768371582","8.921404838562012","8.921404838562012","8.921404838562012","9.092719078063965","9.092719078063965","9.092719078063965","9.14356803894043","9.14356803894043","9.14356803894043","9.070077896118164","9.070077896118164","9.070077896118164"
"53","8.723220825195312","8.723220825195312","8.723220825195312","9.088140487670898","9.088140487670898","9.088140487670898","8.619771003723145","8.619771003723145","8.619771003723145","8.61208438873291","8.61208438873291","8.61208438873291","8.701539993286133","8.701539993286133","8.701539993286133"
"54","9.178481101989746","9.178481101989746","9.178481101989746","9.330260276794434","9.330260276794434","9.330260276794434","9.358912467956543","9.358912467956543","9.358912467956543","8.787928581237793","8.787928581237793","8.787928581237793","8.957413673400879","8.957413673400879","8.957413673400879"
"56","9.019947052001953","9.019947052001953","9.019947052001953","10.140629768371582","10.140629768371582","10.140629768371582","9.026893615722656","9.026893615722656","9.026893615722656","8.976909637451172","8.976909637451172","8.976909637451172","8.957938194274902","8.957938194274902","8.957938194274902"
"57","8.507194519042969","8.507194519042969","8.507194519042969","10.367110252380371","10.367110252380371","10.367110252380371","8.898276329040527","8.898276329040527","8.898276329040527","8.377857208251953","8.377857208251953","8.377857208251953","8.455358505249023","8.455358505249023","8.455358505249023"
"58","8.907503128051758","8.907503128051758","8.907503128051758","8.60665512084961","8.60665512084961","8.60665512084961","8.843626976013184","8.843626976013184","8.843626976013184","8.929155349731445","8.929155349731445","8.929155349731445","8.963315963745117","8.963315963745117","8.963315963745117"
"59","8.817675590515137","8.817675590515137","8.817675590515137","9.037172317504883","9.037172317504883","9.037172317504883","8.751190185546875","8.751190185546875","8.751190185546875","8.703949928283691","8.703949928283691","8.703949928283691","8.73583984375","8.73583984375","8.73583984375"
"61","8.517860412597656","8.517860412597656","8.517860412597656","8.864615440368652","8.864615440368652","8.864615440368652","8.628141403198242","8.628141403198242","8.628141403198242","8.453524589538574","8.453524589538574","8.453524589538574","8.4130859375","8.4130859375","8.4130859375"
"62","8.358227729797363","8.358227729797363","8.358227729797363","8.671900749206543","8.671900749206543","8.671900749206543","8.375523567199707","8.375523567199707","8.375523567199707","8.284324645996094","8.284324645996094","8.284324645996094","8.285855293273926","8.285855293273926","8.285855293273926"
"63","8.708845138549805","8.708845138549805","8.708845138549805","8.527273178100586","8.527273178100586","8.527273178100586","8.729844093322754","8.729844093322754","8.729844093322754","8.774860382080078","8.774860382080078","8.774860382080078","8.711387634277344","8.711387634277344","8.711387634277344"
"64","8.489775657653809","8.489775657653809","8.489775657653809","8.59136962890625","8.59136962890625","8.59136962890625","8.482365608215332","8.482365608215332","8.482365608215332","8.531194686889648","8.531194686889648","8.531194686889648","8.477290153503418","8.477290153503418","8.477290153503418"
"66","8.879705429077148","8.879705429077148","8.879705429077148","9.004196166992188","9.004196166992188","9.004196166992188","8.955081939697266","8.955081939697266","8.955081939697266","8.931872367858887","8.931872367858887","8.931872367858887","8.920306205749512","8.920306205749512","8.920306205749512"
"67","8.485021591186523","8.485021591186523","8.485021591186523","8.3700532913208","8.3700532913208","8.3700532913208","8.521363258361816","8.521363258361816","8.521363258361816","8.570695877075195","8.570695877075195","8.570695877075195","8.511860847473145","8.511860847473145","8.511860847473145"
"68","8.479851722717285","8.479851722717285","8.479851722717285","8.373041152954102","8.373041152954102","8.373041152954102","8.625279426574707","8.625279426574707","8.625279426574707","8.433549880981445","8.433549880981445","8.433549880981445","8.71927261352539","8.71927261352539","8.71927261352539"
"69","8.44796371459961","8.44796371459961","8.44796371459961","8.289602279663086","8.289602279663086","8.289602279663086","8.49184513092041","8.49184513092041","8.49184513092041","8.486430168151855","8.486430168151855","8.486430168151855","8.494657516479492","8.494657516479492","8.494657516479492"
"71","8.618990898132324","8.618990898132324","8.618990898132324","8.427943229675293","8.427943229675293","8.427943229675293","8.685701370239258","8.685701370239258","8.685701370239258","8.666040420532227","8.666040420532227","8.666040420532227","8.718225479125977","8.718225479125977","8.718225479125977"
"72","8.72014045715332","8.72014045715332","8.72014045715332","8.51048755645752","8.51048755645752","8.51048755645752","8.507349014282227","8.507349014282227","8.507349014282227","8.592015266418457","8.592015266418457","8.592015266418457","8.546792984008789","8.546792984008789","8.546792984008789"
"73","8.039641380310059","8.039641380310059","8.039641380310059","8.387125968933105","8.387125968933105","8.387125968933105","8.01923656463623","8.01923656463623","8.01923656463623","7.997936725616455","7.997936725616455","7.997936725616455","8.051862716674805","8.051862716674805","8.051862716674805"
"74","8.23520278930664","8.23520278930664","8.23520278930664","8.360689163208008","8.360689163208008","8.360689163208008","8.201284408569336","8.201284408569336","8.201284408569336","8.155205726623535","8.155205726623535","8.155205726623535","8.306021690368652","8.306021690368652","8.306021690368652"
"76","7.7096638679504395","7.7096638679504395","7.7096638679504395","7.961109161376953","7.961109161376953","7.961109161376953","7.7449822425842285","7.7449822425842285","7.7449822425842285","7.772266864776611","7.772266864776611","7.772266864776611","7.78432035446167","7.78432035446167","7.78432035446167"
"77","8.724723815917969","8.724723815917969","8.724723815917969","8.408388137817383","8.408388137817383","8.408388137817383","8.722890853881836","8.722890853881836","8.722890853881836","8.93759822845459","8.93759822845459","8.93759822845459","8.732242584228516","8.732242584228516","8.732242584228516"
"78","8.437504768371582","8.437504768371582","8.437504768371582","8.439962387084961","8.439962387084961","8.439962387084961","8.465601921081543","8.465601921081543","8.465601921081543","9.27572250366211","9.27572250366211","9.27572250366211","8.460773468017578","8.460773468017578","8.460773468017578"
"79","8.364384651184082","8.364384651184082","8.364384651184082","8.532849311828613","8.532849311828613","8.532849311828613","8.468915939331055","8.468915939331055","8.468915939331055","8.409346580505371","8.409346580505371","8.409346580505371","8.371753692626953","8.371753692626953","8.371753692626953"
"81","8.338008880615234","8.338008880615234","8.338008880615234","8.464548110961914","8.464548110961914","8.464548110961914","8.32287311553955","8.32287311553955","8.32287311553955","8.31640911102295","8.31640911102295","8.31640911102295","8.309968948364258","8.309968948364258","8.309968948364258"
"82","8.105476379394531","8.105476379394531","8.105476379394531","8.134852409362793","8.134852409362793","8.134852409362793","8.027484893798828","8.027484893798828","8.027484893798828","8.027795791625977","8.027795791625977","8.027795791625977","8.096272468566895","8.096272468566895","8.096272468566895"
"83","8.032844543457031","8.032844543457031","8.032844543457031","8.230998039245605","8.230998039245605","8.230998039245605","7.9319748878479","7.9319748878479","7.9319748878479","7.987497806549072","7.987497806549072","7.987497806549072","7.99874210357666","7.99874210357666","7.99874210357666"
"84","8.417346000671387","8.417346000671387","8.417346000671387","8.462501525878906","8.462501525878906","8.462501525878906","8.338687896728516","8.338687896728516","8.338687896728516","8.20169734954834","8.20169734954834","8.20169734954834","8.290782928466797","8.290782928466797","8.290782928466797"
"86","8.13852310180664","8.13852310180664","8.13852310180664","8.205368995666504","8.205368995666504","8.205368995666504","8.126419067382812","8.126419067382812","8.126419067382812","8.07170295715332","8.07170295715332","8.07170295715332","8.131644248962402","8.131644248962402","8.131644248962402"
"87","8.056097984313965","8.056097984313965","8.056097984313965","8.654685020446777","8.654685020446777","8.654685020446777","8.283943176269531","8.283943176269531","8.283943176269531","8.066732406616211","8.066732406616211","8.066732406616211","8.048280715942383","8.048280715942383","8.048280715942383"
"88","7.503105640411377","7.503105640411377","7.503105640411377","8.195648193359375","8.195648193359375","8.195648193359375","7.552694320678711","7.552694320678711","7.552694320678711","7.4781107902526855","7.4781107902526855","7.4781107902526855","7.567412853240967","7.567412853240967","7.567412853240967"
"89","8.010662078857422","8.010662078857422","8.010662078857422","8.265376091003418","8.265376091003418","8.265376091003418","8.034403800964355","8.034403800964355","8.034403800964355","7.998804569244385","7.998804569244385","7.998804569244385","8.025561332702637","8.025561332702637","8.025561332702637"
"91","7.6493120193481445","7.6493120193481445","7.6493120193481445","8.252264976501465","8.252264976501465","8.252264976501465","7.688364028930664","7.688364028930664","7.688364028930664","7.686345100402832","7.686345100402832","7.686345100402832","7.67830228805542","7.67830228805542","7.67830228805542"
"92","8.17397403717041","8.17397403717041","8.17397403717041","8.13848876953125","8.13848876953125","8.13848876953125","8.17741870880127","8.17741870880127","8.17741870880127","8.170040130615234","8.170040130615234","8.170040130615234","8.17833423614502","8.17833423614502","8.17833423614502"
"93","8.231472969055176","8.231472969055176","8.231472969055176","8.271754264831543","8.271754264831543","8.271754264831543","8.334856986999512","8.334856986999512","8.334856986999512","8.212578773498535","8.212578773498535","8.212578773498535","8.280481338500977","8.280481338500977","8.280481338500977"
"94","8.122590065002441","8.122590065002441","8.122590065002441","7.950285911560059","7.950285911560059","7.950285911560059","8.654243469238281","8.654243469238281","8.654243469238281","8.098366737365723","8.098366737365723","8.098366737365723","8.130768775939941","8.130768775939941","8.130768775939941"
"96","8.06335163116455","8.06335163116455","8.06335163116455","8.320375442504883","8.320375442504883","8.320375442504883","8.115447998046875","8.115447998046875","8.115447998046875","8.075698852539062","8.075698852539062","8.075698852539062","8.016024589538574","8.016024589538574","8.016024589538574"
"97","8.179242134094238","8.179242134094238","8.179242134094238","8.47544002532959","8.47544002532959","8.47544002532959","8.22767448425293","8.22767448425293","8.22767448425293","8.20155143737793","8.20155143737793","8.20155143737793","8.226837158203125","8.226837158203125","8.226837158203125"
"98","7.94033670425415","7.94033670425415","7.94033670425415","8.070455551147461","8.070455551147461","8.070455551147461","7.956697940826416","7.956697940826416","7.956697940826416","7.937826156616211","7.937826156616211","7.937826156616211","7.979556560516357","7.979556560516357","7.979556560516357"
"99","8.019354820251465","8.019354820251465","8.019354820251465","8.491573333740234","8.491573333740234","8.491573333740234","8.113203048706055","8.113203048706055","8.113203048706055","8.067716598510742","8.067716598510742","8.067716598510742","8.085406303405762","8.085406303405762","8.085406303405762"
"101","8.176535606384277","8.176535606384277","8.176535606384277","8.06843090057373","8.06843090057373","8.06843090057373","8.11007022857666","8.11007022857666","8.11007022857666","8.101340293884277","8.101340293884277","8.101340293884277","8.096395492553711","8.096395492553711","8.096395492553711"
"102","8.716256141662598","8.716256141662598","8.716256141662598","8.067977905273438","8.067977905273438","8.067977905273438","8.78038215637207","8.78038215637207","8.78038215637207","8.71951675415039","8.71951675415039","8.71951675415039","8.707045555114746","8.707045555114746","8.707045555114746"
"103","7.648619174957275","7.648619174957275","7.648619174957275","8.119024276733398","8.119024276733398","8.119024276733398","7.6783623695373535","7.6783623695373535","7.6783623695373535","7.618081569671631","7.618081569671631","7.618081569671631","7.632496356964111","7.632496356964111","7.632496356964111"
"104","8.288355827331543","8.288355827331543","8.288355827331543","8.206521034240723","8.206521034240723","8.206521034240723","8.278470039367676","8.278470039367676","8.278470039367676","8.20760726928711","8.20760726928711","8.20760726928711","8.33906364440918","8.33906364440918","8.33906364440918"
"106","8.086786270141602","8.086786270141602","8.086786270141602","8.050446510314941","8.050446510314941","8.050446510314941","8.14096450805664","8.14096450805664","8.14096450805664","8.136861801147461","8.136861801147461","8.136861801147461","8.057889938354492","8.057889938354492","8.057889938354492"
"107","7.764379501342773","7.764379501342773","7.764379501342773","7.746434211730957","7.746434211730957","7.746434211730957","7.737213611602783","7.737213611602783","7.737213611602783","7.811074256896973","7.811074256896973","7.811074256896973","7.8082966804504395","7.8082966804504395","7.8082966804504395"
"108","7.975034236907959","7.975034236907959","7.975034236907959","8.095658302307129","8.095658302307129","8.095658302307129","7.980501174926758","7.980501174926758","7.980501174926758","7.9535956382751465","7.9535956382751465","7.9535956382751465","7.949545860290527","7.949545860290527","7.949545860290527"
"109","8.196222305297852","8.196222305297852","8.196222305297852","7.663173198699951","7.663173198699951","7.663173198699951","8.32856559753418","8.32856559753418","8.32856559753418","8.290566444396973","8.290566444396973","8.290566444396973","8.272192001342773","8.272192001342773","8.272192001342773"
"111","8.33960247039795","8.33960247039795","8.33960247039795","7.943808555603027","7.943808555603027","7.943808555603027","8.265753746032715","8.265753746032715","8.265753746032715","8.247014999389648","8.247014999389648","8.247014999389648","8.26422119140625","8.26422119140625","8.26422119140625"
"112","7.59946870803833","7.59946870803833","7.59946870803833","8.635552406311035","8.635552406311035","8.635552406311035","7.5649733543396","7.5649733543396","7.5649733543396","7.544449329376221","7.544449329376221","7.544449329376221","7.5454421043396","7.5454421043396","7.5454421043396"
"113","7.8332600593566895","7.8332600593566895","7.8332600593566895","7.831608772277832","7.831608772277832","7.831608772277832","7.869080543518066","7.869080543518066","7.869080543518066","7.835684776306152","7.835684776306152","7.835684776306152","7.888105869293213","7.888105869293213","7.888105869293213"
"114","7.439623832702637","7.439623832702637","7.439623832702637","7.991977691650391","7.991977691650391","7.991977691650391","7.45368766784668","7.45368766784668","7.45368766784668","7.484285354614258","7.484285354614258","7.484285354614258","7.504499912261963","7.504499912261963","7.504499912261963"
"116","7.876272678375244","7.876272678375244","7.876272678375244","7.793798446655273","7.793798446655273","7.793798446655273","7.86949348449707","7.86949348449707","7.86949348449707","7.801259994506836","7.801259994506836","7.801259994506836","7.7916259765625","7.7916259765625","7.7916259765625"
"117","8.152912139892578","8.152912139892578","8.152912139892578","7.865962505340576","7.865962505340576","7.865962505340576","7.960707664489746","7.960707664489746","7.960707664489746","7.963599681854248","7.963599681854248","7.963599681854248","7.985409736633301","7.985409736633301","7.985409736633301"
"118","7.5607428550720215","7.5607428550720215","7.5607428550720215","8.025973320007324","8.025973320007324","8.025973320007324","7.564494609832764","7.564494609832764","7.564494609832764","7.555595874786377","7.555595874786377","7.555595874786377","7.540699481964111","7.540699481964111","7.540699481964111"
"119","7.712790012359619","7.712790012359619","7.712790012359619","8.076960563659668","8.076960563659668","8.076960563659668","7.814429759979248","7.814429759979248","7.814429759979248","7.787455081939697","7.787455081939697","7.787455081939697","7.79788064956665","7.79788064956665","7.79788064956665"
"121","7.807971954345703","7.807971954345703","7.807971954345703","7.93489933013916","7.93489933013916","7.93489933013916","7.772576332092285","7.772576332092285","7.772576332092285","7.74282693862915","7.74282693862915","7.74282693862915","7.8106608390808105","7.8106608390808105","7.8106608390808105"
"122","8.2169828414917","8.2169828414917","8.2169828414917","7.427440643310547","7.427440643310547","7.427440643310547","8.222208976745605","8.222208976745605","8.222208976745605","8.230951309204102","8.230951309204102","8.230951309204102","8.221965789794922","8.221965789794922","8.221965789794922"
